,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,max_torque_rpm,brand,model,power_per_liter,km_per_year
182,2018,7800,Petrol,Individual,Automatic,First Owner,22.0,1197,81.8,113.0,5,4200.0,Maruti,Swift,6.83375104427736e-05,1114.2857142857142
183,2017,20000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,113.0,5,4200.0,Maruti,Swift,6.83375104427736e-05,2500.0
184,2019,15000,Diesel,Individual,Manual,First Owner,17.6,2179,147.94,320.0,7,3000.0,Tata,Hexa,6.789352914180816e-05,2500.0
185,2013,31377,Petrol,Individual,Manual,Second Owner,18.5,1197,82.85,113.7,5,4000.0,Hyundai,i20,6.921470342522974e-05,2614.75
186,2018,50000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,190.0,5,2000.0,Maruti,Swift,5.931089743589743e-05,7142.857142857143
187,2015,60000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,90.0,5,3500.0,Maruti,Wagon,6.717434869739479e-05,6000.0
188,2012,100000,Petrol,Individual,Automatic,First Owner,14.53,1794,138.1,173.0,5,4000.0,Toyota,Corolla,7.69788182831661e-05,7692.307692307692
189,2018,5000,Petrol,Individual,Automatic,First Owner,21.4,1197,83.1,115.0,5,4000.0,Maruti,Baleno,6.94235588972431e-05,714.2857142857143
190,2017,60000,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,320.0,7,3000.0,Tata,Safari,6.789352914180816e-05,7500.0
191,2017,80000,Petrol,Individual,Manual,Second Owner,20.63,1198,67.0,104.0,5,4000.0,Datsun,GO,5.5926544240400664e-05,10000.0
192,2017,75000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,200.0,5,1750.0,Maruti,Vitara,7.091346153846153e-05,9375.0
193,2020,32000,Petrol,Individual,Manual,First Owner,20.14,1197,81.86,113.75,5,4000.0,Hyundai,Xcent,6.83876357560568e-05,6400.0
194,2015,40000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,69.0,5,3500.0,Maruti,Alto,5.942211055276382e-05,4000.0
195,2012,93000,Petrol,Individual,Manual,Second Owner,17.0,1197,80.0,111.79581,5,3000.0,Hyundai,i20,6.683375104427736e-05,7153.846153846154
196,2018,60000,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,140.0,5,4000.0,Tata,Zest,7.435037720033529e-05,8571.42857142857
197,2008,120000,Petrol,Individual,Manual,Second Owner,19.369999999999997,1248,81.86,160.0,5,3000.0,Maruti,Swift,6.559294871794872e-05,7058.823529411765
198,2014,37000,Petrol,Individual,Manual,First Owner,16.95,1498,97.7,134.0,5,4000.0,Nissan,Sunny,6.522029372496663e-05,3363.6363636363635
199,2018,15000,Petrol,Individual,Manual,First Owner,17.0,1497,121.36,150.0,5,4500.0,Ford,EcoSport,8.106880427521711e-05,2142.8571428571427
200,2016,140000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,90.0,5,3500.0,Maruti,Wagon,6.717434869739479e-05,15555.555555555555
201,2013,70000,Diesel,Individual,Manual,First Owner,12.83,2696,162.0,340.0,7,3250.0,Mahindra,Ssangyong,6.0089020771513355e-05,5833.333333333333
202,2013,120000,Diesel,Individual,Manual,Second Owner,17.21,1493,100.0,240.0,7,2800.0,Mahindra,Quanto,6.697923643670463e-05,10000.0
203,2010,110000,Diesel,Individual,Manual,Second Owner,21.1,1248,73.9,190.0,5,2000.0,Maruti,Ritz,5.921474358974359e-05,7333.333333333333
204,2017,37000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,259.9,5,2750.0,Hyundai,Creta,7.97724399494311e-05,4625.0
205,2016,44000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72.0,5,4386.0,Renault,KWID,6.670838548185232e-05,4888.888888888889
206,2015,80000,Diesel,Individual,Manual,First Owner,20.77,1248,88.76,200.0,7,1750.0,Maruti,Ertiga,7.112179487179488e-05,8000.0
207,2015,125000,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,330.0,7,2800.0,Mahindra,XUV500,6.424965580541533e-05,12500.0
208,2017,13500,Petrol,Individual,Manual,First Owner,15.37,1196,73.0,101.0,5,3000.0,Maruti,Eeco,6.103678929765886e-05,1687.5
209,2011,75000,Petrol,Individual,Manual,First Owner,17.92,1086,62.1,96.1,5,3000.0,Hyundai,Santro,5.718232044198895e-05,5357.142857142857
210,2007,120000,Petrol,Individual,Manual,Second Owner,13.2,1495,94.0,122.583125,5,3000.0,Hyundai,Accent,6.287625418060201e-05,6666.666666666667
211,2012,120000,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,330.0,7,2800.0,Mahindra,XUV500,6.424965580541533e-05,9230.76923076923
212,2013,70000,Diesel,Individual,Manual,First Owner,12.99,2494,100.57,200.0,7,3400.0,Toyota,Innova,4.032477947072975e-05,5833.333333333333
213,2013,70000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,190.0,5,2000.0,Maruti,Swift,5.929487179487179e-05,5833.333333333333
214,2019,15000,Petrol,Individual,Automatic,First Owner,19.0,1199,88.76,110.0,5,4800.0,Honda,Amaze,7.402835696413679e-05,2500.0
215,2009,53000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,111.8,5,4000.0,Hyundai,i10,6.591478696741855e-05,3312.5
216,2014,120000,Diesel,Individual,Manual,Second Owner,23.4,1248,74.0,190.0,5,2000.0,Maruti,Swift,5.929487179487179e-05,10909.09090909091
217,2016,70000,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,200.0,7,1750.0,Maruti,Ertiga,7.091346153846153e-05,7777.777777777777
218,2008,120000,Petrol,Individual,Manual,Second Owner,14.2,1341,82.9,115.71847,5,3000.0,Hyundai,Getz,6.181953765846384e-05,7058.823529411765
219,2012,100000,Petrol,Individual,Manual,Second Owner,18.5,1197,80.0,111.79581,5,3000.0,Hyundai,i20,6.683375104427736e-05,7692.307692307692
220,2005,110000,Diesel,Individual,Manual,Second Owner,19.369999999999997,1248,81.86,160.0,5,3000.0,Tata,Indica,6.559294871794872e-05,5500.0
221,2015,100000,Petrol,Individual,Manual,First Owner,20.4,1197,83.11,113.0,5,4200.0,Maruti,Swift,6.943191311612364e-05,10000.0
222,2013,162500,Diesel,Individual,Manual,First Owner,19.4,1405,70.0,135.4,5,2500.0,Tata,Indica,4.98220640569395e-05,13541.666666666666
223,2017,39000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,219.7,5,2750.0,Hyundai,i20,6.356017191977077e-05,4875.0
224,2017,75000,Diesel,Individual,Manual,First Owner,26.8,1248,74.0,190.0,5,2000.0,Maruti,Ignis,5.929487179487179e-05,9375.0
225,2017,50000,Diesel,Individual,Automatic,First Owner,17.6,2179,153.86,400.0,7,2500.0,Tata,Hexa,7.061037173015145e-05,6250.0
226,2019,40000,Diesel,Individual,Manual,First Owner,17.3,1497,121.0,300.0,8,2500.0,Mahindra,Marazzo,8.082832331329326e-05,6666.666666666667
227,2013,92500,Diesel,Individual,Manual,First Owner,22.32,1582,126.3,259.9,5,2750.0,Hyundai,Verna,7.983565107458912e-05,7708.333333333333
228,2012,158000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,190.0,5,2000.0,Maruti,Swift,5.929487179487179e-05,12153.846153846154
229,2012,120000,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,190.0,5,2000.0,Maruti,Swift,5.921474358974359e-05,9230.76923076923
230,2015,50000,Diesel,Individual,Manual,Second Owner,26.0,1498,98.6,200.0,5,1750.0,Honda,City,6.58210947930574e-05,5000.0
231,2012,110000,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,190.0,5,2000.0,Maruti,Swift,5.921474358974359e-05,8461.538461538461
232,2017,2000,Diesel,Individual,Manual,Second Owner,25.4,1186,73.97,190.25,5,2250.0,Hyundai,Xcent,6.236930860033726e-05,250.0
233,2016,70000,Diesel,Individual,Manual,First Owner,27.28,1047,69.0,140.0,5,3000.0,Tata,Tiago,6.59025787965616e-05,7777.777777777777
234,2013,90000,Petrol,Individual,Automatic,Second Owner,17.97,1498,99.6,134.0,5,4000.0,Nissan,Sunny,6.64886515353805e-05,7500.0
235,2019,2000,Petrol,Individual,Manual,First Owner,18.6,1197,81.86,117.0,5,4000.0,Hyundai,Elite,6.83876357560568e-05,333.3333333333333
236,2015,20000,Petrol,Individual,Manual,First Owner,20.85,1197,83.14,115.0,5,4000.0,Maruti,Swift,6.945697577276525e-05,2000.0
237,2011,120000,Diesel,Individual,Manual,First Owner,12.8,2494,102.0,200.05565999999996,7,3400.0,Toyota,Innova,4.08981555733761e-05,8571.42857142857
238,2017,35000,Diesel,Individual,Manual,First Owner,16.55,2498,105.0,247.0,6,2000.0,Mahindra,Thar,4.2033626901521216e-05,4375.0
239,2012,193000,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,190.0,5,2000.0,Maruti,Swift,5.921474358974359e-05,14846.153846153846
240,2014,80000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,113.0,5,4200.0,Maruti,Swift,6.83375104427736e-05,7272.727272727273
241,2019,40000,Petrol,Individual,Manual,First Owner,19.02,1198,67.05,104.0,5,4000.0,Datsun,GO,5.596828046744574e-05,6666.666666666667
242,2015,70000,Diesel,Individual,Manual,Fourth & Above Owner,22.54,1396,88.73,219.7,5,2750.0,Hyundai,i20,6.356017191977077e-05,7000.0
243,2011,122358,Diesel,Individual,Manual,First Owner,12.05,2179,120.0,290.0,9,2800.0,Mahindra,Scorpio,5.5071133547498853e-05,8739.857142857143
244,2017,120000,Diesel,Individual,Manual,First Owner,27.28,1047,69.0,140.0,5,3000.0,Tata,Tiago,6.59025787965616e-05,15000.0
245,2015,40000,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,140.0,5,4000.0,Tata,Zest,7.435037720033529e-05,4000.0
246,2014,33033,Petrol,Dealer,Manual,First Owner,19.4,1198,86.8,109.0,5,4500.0,Honda,Brio,7.24540901502504e-05,3003.0
247,2015,63063,Petrol,Dealer,Automatic,First Owner,18.9,1197,82.0,114.0,5,4000.0,Hyundai,Grand,6.850459482038429e-05,6306.3
248,2012,60000,Diesel,Individual,Manual,First Owner,21.02,1248,88.76,200.0,5,3000.0,Tata,Manza,7.112179487179488e-05,4615.384615384615
249,2005,45000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,62.0,5,3000.0,Maruti,Alto,5.816582914572864e-05,2250.0
250,2007,207890,Diesel,Individual,Manual,Second Owner,13.6,2523,63.0,180.0,7,1500.0,Mahindra,Bolero,2.497027348394768e-05,11549.444444444445
251,2018,7976,Diesel,Individual,Automatic,First Owner,17.9,2143,170.0,400.0,5,2800.0,Mercedes-Benz,GL-Class,7.932804479701353e-05,1139.4285714285713
252,2016,35000,Petrol,Individual,Manual,First Owner,16.8,796,34.2,59.0,8,2500.0,Maruti,Omni,4.296482412060302e-05,3888.8888888888887
253,2017,35000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,114.0,5,4000.0,Hyundai,Grand,6.850459482038429e-05,4375.0
254,2013,50000,Petrol,Individual,Automatic,First Owner,16.95,1197,78.9,111.8,5,4000.0,Hyundai,i10,6.591478696741855e-05,4166.666666666667
255,2011,20000,Petrol,Individual,Automatic,First Owner,16.95,1197,78.9,111.8,5,4000.0,Hyundai,i10,6.591478696741855e-05,1428.5714285714287
256,2012,50000,Petrol,Individual,Manual,Second Owner,18.6,1197,85.8,114.0,5,4000.0,Maruti,Swift,7.167919799498747e-05,3846.153846153846
257,2014,120000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,195.0,7,2200.0,Mahindra,Bolero,2.461355529131986e-05,10909.09090909091
258,2014,70000,Petrol,Individual,Manual,First Owner,17.1,1591,121.3,154.9,5,4200.0,Hyundai,Verna,7.624135763670648e-05,6363.636363636364
259,2015,50000,Petrol,Individual,Manual,First Owner,17.19,1197,81.86,114.73,5,4000.0,Hyundai,i20,6.83876357560568e-05,5000.0
260,2019,16500,Petrol,Individual,Manual,First Owner,21.01,1197,81.8,113.0,5,4200.0,Maruti,Baleno,6.83375104427736e-05,2750.0
261,2010,70000,Petrol,Individual,Manual,First Owner,17.0,1197,80.0,111.79581,5,3000.0,Hyundai,i20,6.683375104427736e-05,4666.666666666667
262,2005,99361,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,62.0,5,3000.0,Maruti,Alto,5.816582914572864e-05,4968.05
263,2014,70000,Petrol,Individual,Manual,Second Owner,19.1,1197,85.8,114.0,5,4000.0,Maruti,Swift,7.167919799498747e-05,6363.636363636364
264,2015,80000,Diesel,Individual,Manual,Second Owner,24.0,1120,70.0,160.0,5,2750.0,Hyundai,Grand,6.25e-05,8000.0
265,2010,70000,Petrol,Individual,Manual,Second Owner,19.369999999999997,1248,81.86,160.0,5,3000.0,Maruti,Swift,6.559294871794872e-05,4666.666666666667
266,2012,60000,Petrol,Individual,Manual,Third Owner,18.6,1199,79.4,108.0,5,4400.0,Chevrolet,Beat,6.622185154295246e-05,4615.384615384615
267,2018,10000,Petrol,Individual,Automatic,First Owner,20.3,1199,84.0,114.0,5,3500.0,Tata,Tigor,7.005838198498748e-05,1428.5714285714287
268,2006,80000,Petrol,Individual,Manual,First Owner,16.1,796,37.0,59.0,4,2500.0,Maruti,800,4.648241206030151e-05,4210.526315789473
269,2017,30000,Diesel,Individual,Manual,First Owner,25.6,1498,97.9,200.0,5,1750.0,Honda,City,6.535380507343124e-05,3750.0
270,2017,33000,Diesel,Individual,Manual,First Owner,25.6,1498,97.9,200.0,5,1750.0,Honda,City,6.535380507343124e-05,4125.0
271,2013,90000,Petrol,Individual,Manual,Third Owner,16.02,1373,93.7,130.0,7,4000.0,Maruti,Ertiga,6.824471959213401e-05,7500.0
272,2014,80100,Diesel,Individual,Manual,Second Owner,19.01,1461,108.5,248.0,5,2250.0,Nissan,Terrano,7.426420260095825e-05,7281.818181818182
273,2014,120000,Petrol,Individual,Manual,First Owner,17.4,1497,117.3,145.0,5,4600.0,Honda,City,7.83567134268537e-05,10909.09090909091
274,1983,10000,Diesel,Individual,Manual,Third Owner,19.369999999999997,1248,81.86,160.0,5,3000.0,Mahindra,Willys,6.559294871794872e-05,238.0952380952381
275,2016,40000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72.0,5,4386.0,Renault,KWID,6.670838548185232e-05,4444.444444444444
276,2013,160000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.6,200.0,8,3600.0,Toyota,Innova,4.033680834001604e-05,13333.333333333334
277,2017,47000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,90.0,5,3500.0,Maruti,Wagon,6.717434869739479e-05,5875.0
278,2018,25000,Diesel,Individual,Manual,First Owner,21.38,1396,88.7,219.7,5,2750.0,Hyundai,Creta,6.353868194842407e-05,3571.4285714285716
279,2017,26000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,114.0,5,3500.0,Tata,Tiago,7.005838198498748e-05,3250.0
280,2018,29000,Diesel,Individual,Manual,First Owner,24.0,1186,73.97,190.24,5,2250.0,Hyundai,Grand,6.236930860033726e-05,4142.857142857143
281,2016,50000,Petrol,Individual,Automatic,First Owner,21.4,1197,83.1,115.0,5,4000.0,Maruti,Baleno,6.94235588972431e-05,5555.555555555556
282,2011,58000,Petrol,Individual,Manual,Third Owner,16.1,1298,88.2,112.77647499999999,5,3000.0,Maruti,Swift,6.79506933744222e-05,4142.857142857143
283,2012,120000,Petrol,Individual,Automatic,First Owner,17.4,1197,85.8,114.0,5,4000.0,Maruti,Swift,7.167919799498747e-05,9230.76923076923
284,2003,60000,Petrol,Individual,Manual,Fourth & Above Owner,17.3,993,60.0,78.0,5,4500.0,Maruti,Zen,6.0422960725075535e-05,2727.2727272727275
285,2017,36000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,90.0,5,3500.0,Maruti,Celerio,6.717434869739479e-05,4500.0
286,2007,120000,Diesel,Individual,Manual,Third Owner,12.8,2494,102.0,200.05565999999996,8,3400.0,Toyota,Innova,4.08981555733761e-05,6666.666666666667
287,2011,185000,Diesel,Individual,Manual,Third Owner,21.1,1248,73.9,190.0,5,2000.0,Maruti,Ritz,5.921474358974359e-05,13214.285714285714
288,2011,50000,Diesel,Individual,Manual,First Owner,23.08,1461,63.1,160.0,5,2000.0,Nissan,Micra,4.3189596167008896e-05,3571.4285714285716
289,2002,100000,Petrol,Individual,Manual,Fourth & Above Owner,17.3,993,60.0,78.0,5,4500.0,Maruti,Zen,6.0422960725075535e-05,4347.826086956522
290,2013,50000,Petrol,Individual,Manual,Second Owner,17.1,1591,121.3,154.9,5,4200.0,Hyundai,Verna,7.624135763670648e-05,4166.666666666667
291,2007,80000,Petrol,Individual,Manual,Second Owner,18.2,998,67.1,90.0,5,3500.0,Maruti,Zen,6.723446893787574e-05,4444.444444444444
292,2005,60000,Petrol,Individual,Manual,Second Owner,19.369999999999997,1248,81.86,160.0,5,3000.0,Hyundai,Santro,6.559294871794872e-05,3000.0
293,2005,80000,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796,46.3,62.0,5,3000.0,Maruti,Alto,5.816582914572864e-05,4000.0
294,2010,162000,Petrol,Individual,Manual,Second Owner,19.0,998,66.1,90.0,5,3500.0,Maruti,A-Star,6.62324649298597e-05,10800.0
295,2013,110000,Diesel,Individual,Manual,Third Owner,20.77,1248,88.76,200.0,7,1750.0,Maruti,Ertiga,7.112179487179488e-05,9166.666666666666
296,2008,120000,Diesel,Individual,Manual,Third Owner,17.8,1248,75.0,190.0,5,2000.0,Maruti,Swift,6.009615384615385e-05,7058.823529411765
297,2011,45000,Diesel,Individual,Manual,First Owner,23.08,1461,63.1,160.0,5,2000.0,Nissan,Micra,4.3189596167008896e-05,3214.285714285714
298,2005,90000,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,90.0,5,3500.0,Maruti,Wagon,6.723446893787574e-05,4500.0
299,2010,90000,Diesel,Individual,Manual,Second Owner,20.0,1399,68.0,160.0,5,2000.0,Ford,Figo,4.860614724803431e-05,6000.0
300,2017,67000,Diesel,Individual,Automatic,First Owner,17.01,1582,126.2,259.9,5,2750.0,Hyundai,Creta,7.97724399494311e-05,8375.0
301,2018,52000,Petrol,Dealer,Manual,First Owner,22.0,1197,81.8,113.0,5,4200.0,Maruti,Swift,6.83375104427736e-05,7428.571428571428
302,2016,40000,Petrol,Dealer,Manual,First Owner,20.63,1198,67.0,104.0,5,4000.0,Datsun,GO,5.5926544240400664e-05,4444.444444444444
303,2018,35000,Diesel,Individual,Manual,First Owner,14.24,2755,174.5,420.0,7,2600.0,Toyota,Fortuner,6.333938294010889e-05,5000.0
304,2018,13000,Petrol,Dealer,Manual,First Owner,20.71,799,53.26,72.0,5,4386.0,Renault,KWID,6.665832290362953e-05,1857.142857142857
305,2012,40000,Petrol,Dealer,Manual,First Owner,18.5,1198,86.8,109.0,5,4500.0,Honda,Brio,7.24540901502504e-05,3076.923076923077
306,2019,10000,Petrol,Dealer,Manual,First Owner,17.0,1198,73.75,110.0,5,3750.0,Volkswagen,Ameo,6.15609348914858e-05,1666.6666666666667
307,2012,9000,Petrol,Dealer,Manual,First Owner,16.95,1498,97.7,134.0,5,4000.0,Nissan,Sunny,6.522029372496663e-05,692.3076923076923
308,2013,70000,Diesel,Dealer,Manual,Second Owner,23.59,1364,67.06,170.0,5,2400.0,Toyota,Etios,4.916422287390029e-05,5833.333333333333
309,2009,60000,Petrol,Dealer,Manual,First Owner,20.36,1197,78.9,111.8,5,4000.0,Hyundai,i10,6.591478696741855e-05,3750.0
310,2014,40000,Diesel,Dealer,Manual,First Owner,20.45,1461,83.8,200.0,5,1900.0,Renault,Duster,5.735797399041752e-05,3636.3636363636365
311,2012,93000,Diesel,Dealer,Manual,First Owner,15.1,2179,140.0,330.0,7,2800.0,Mahindra,XUV500,6.424965580541533e-05,7153.846153846154
312,2008,80000,Diesel,Individual,Manual,Fourth & Above Owner,12.8,2494,102.0,200.05565999999996,7,3400.0,Toyota,Innova,4.08981555733761e-05,4705.882352941177
313,2011,50000,Petrol,Individual,Manual,Second Owner,15.64,1193,64.08,100.0,5,2700.0,Tata,Indigo,5.371332774518022e-05,3571.4285714285716
314,2013,68000,Petrol,Dealer,Automatic,First Owner,14.5,1797,147.5,177.5,5,4700.0,Hyundai,Elantra,8.208124652198108e-05,5666.666666666667
315,2012,18000,Petrol,Dealer,Manual,First Owner,25.4,624,37.5,51.0,4,4000.0,Tata,Nano,6.009615384615385e-05,1384.6153846153845
316,2013,120000,Diesel,Individual,Manual,First Owner,23.08,1461,63.1,160.0,5,2000.0,Nissan,Micra,4.3189596167008896e-05,10000.0
317,2005,35000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,90.0,5,3500.0,Maruti,Wagon,6.723446893787574e-05,1750.0
318,2016,60000,Diesel,Individual,Manual,Second Owner,26.59,1248,74.0,190.0,5,2000.0,Maruti,Swift,5.929487179487179e-05,6666.666666666667
319,2016,30000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72.0,5,4386.0,Renault,KWID,6.670838548185232e-05,3333.3333333333335
320,2016,70000,Petrol,Individual,Automatic,First Owner,16.34,1798,189.3,250.0,5,5300.0,Volkswagen,GTI,0.00010528364849833148,7777.777777777777
321,2015,110000,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,320.0,7,3000.0,Tata,Safari,6.789352914180816e-05,11000.0
322,2013,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998,67.05,90.0,5,3500.0,Maruti,Wagon,6.718436873747495e-05,4861.916666666667
323,2018,38817,Diesel,Dealer,Manual,First Owner,27.39,1248,74.0,190.0,5,2000.0,Maruti,Baleno,5.929487179487179e-05,5545.285714285715
324,2016,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7,110.0,5,4800.0,Honda,Jazz,7.397831526271893e-05,6277.111111111111
325,2013,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494,100.6,200.0,7,3600.0,Toyota,Innova,4.033680834001604e-05,6610.666666666667
326,2019,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197,81.8,113.0,5,4200.0,Maruti,Swift,6.83375104427736e-05,936.8333333333334
327,2017,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496,88.73,132.0,5,3000.0,Toyota,Etios,5.931149732620321e-05,3192.25
328,2018,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197,81.8,113.0,5,4200.0,Maruti,Swift,6.83375104427736e-05,9968.42857142857
329,2017,56290,Diesel,Dealer,Manual,First Owner,24.0,1186,73.97,190.24,5,2250.0,Hyundai,Grand,6.236930860033726e-05,7036.25
330,2019,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,400.0,5,2500.0,BMW,X4,9.523809523809523e-05,1416.6666666666667
331,2019,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199,88.76,110.0,5,4800.0,Honda,Amaze,7.402835696413679e-05,1172.0
332,2018,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984,150.0,350.0,5,2750.0,Volvo,V40,7.560483870967742e-05,285.7142857142857
333,2012,162000,Diesel,Individual,Manual,Third Owner,19.369999999999997,1248,81.86,160.0,5,3000.0,Toyota,Etios,6.559294871794872e-05,12461.538461538461
334,2009,120000,Petrol,Individual,Automatic,Second Owner,11.1,2354,158.8,218.0,5,4200.0,Honda,CR-V,6.745964316057774e-05,7500.0
335,2015,90000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,190.0,5,2000.0,Maruti,Swift,5.929487179487179e-05,9000.0
336,2014,70000,Diesel,Individual,Manual,Third Owner,22.32,1582,126.32,259.8,5,2750.0,Hyundai,Verna,7.984829329962073e-05,6363.636363636364
337,2005,240000,Diesel,Individual,Manual,Third Owner,12.8,2494,102.0,200.05565999999996,8,3400.0,Toyota,Innova,4.08981555733761e-05,12000.0
338,2012,100000,Diesel,Individual,Manual,Second Owner,21.5,1248,88.8,200.0,5,1750.0,Maruti,SX4,7.115384615384616e-05,7692.307692307692
339,2009,214000,Diesel,Individual,Manual,Second Owner,16.8,1493,110.0,235.3596,5,3000.0,Hyundai,Verna,7.367716008037508e-05,13375.0
